"artname";"ap_id";"pop_nr";"pop_status";"tpop_id";"tpop_nr";"tpop_status";"kontrolljahre_ab";"ekfrequenz_startjahr";"letzte_anzahl";"ekfrequenz_code";"ekfrequenz"
"Pulsatilla vulgaris Mill.";"6c52d29a-4f62-11e7-aebe-df2a375e3003";105;200;"981756d0-1fa2-11ed-8075-4321fcb3a11e";3;200;"ansiedlung";"NULL";"NULL";"SA";"d45a2b6e-0630-11ea-8476-53c76c9a20ab"
"Pulsatilla vulgaris Mill.";"6c52d29a-4f62-11e7-aebe-df2a375e3003";121;200;"93928352-61c2-11ed-8673-b39ba02c9ff0";4;200;"ansiedlung";2022;"NULL";"SA";"d45a2b6e-0630-11ea-8476-53c76c9a20ab"
"Pulsatilla vulgaris Mill.";"6c52d29a-4f62-11e7-aebe-df2a375e3003";121;200;"d972fb90-61c2-11ed-9c54-2bf05e3a5a19";5;200;"ansiedlung";2022;"NULL";"SA";"d45a2b6e-0630-11ea-8476-53c76c9a20ab"
"Pulsatilla vulgaris Mill.";"6c52d29a-4f62-11e7-aebe-df2a375e3003";121;200;"092de264-61c3-11ed-ae4d-07bd9261e77c";6;200;"ansiedlung";2022;"NULL";"SA";"d45a2b6e-0630-11ea-8476-53c76c9a20ab"
"Pulsatilla vulgaris Mill.";"6c52d29a-4f62-11e7-aebe-df2a375e3003";122;200;"2fd3eaba-989e-11ec-a2da-e3db89045676";3;200;"ansiedlung";"NULL";"NULL";"SA";"d45a2b6e-0630-11ea-8476-53c76c9a20ab"
"Pulsatilla vulgaris Mill.";"6c52d29a-4f62-11e7-aebe-df2a375e3003";147;200;"d2e3217c-539b-11ed-9028-07a61b8d0c35";1;200;"ansiedlung";2022;"NULL";"SA";"d45a2b6e-0630-11ea-8476-53c76c9a20ab"
"Pulsatilla vulgaris Mill.";"6c52d29a-4f62-11e7-aebe-df2a375e3003";148;200;"831baf4a-55c8-11ed-a097-6f03f7f3230a";1;200;"ansiedlung";2022;"NULL";"SA";"d45a2b6e-0630-11ea-8476-53c76c9a20ab"
"Pulsatilla vulgaris Mill.";"6c52d29a-4f62-11e7-aebe-df2a375e3003";149;200;"5523aa7a-591a-11ed-a58f-4393139a19e6";1;200;"ansiedlung";2022;"NULL";"SA";"d45a2b6e-0630-11ea-8476-53c76c9a20ab"
"Pulsatilla vulgaris Mill.";"6c52d29a-4f62-11e7-aebe-df2a375e3003";262;200;"8f3dc126-9e05-11ec-a41c-c386daf42ce6";2;200;"ansiedlung";"NULL";"NULL";"SA";"d45a2b6e-0630-11ea-8476-53c76c9a20ab"
"Pulsatilla vulgaris Mill.";"6c52d29a-4f62-11e7-aebe-df2a375e3003";262;200;"08c90622-9e06-11ec-80b7-476dbd0aebf4";3;200;"ansiedlung";"NULL";"NULL";"SA";"d45a2b6e-0630-11ea-8476-53c76c9a20ab"
"Pyrola chlorantha Sw.";"73ff8f0c-5bf3-11eb-bfa8-5b0f256d77d1";1;100;"1df38678-bbc3-11ec-b173-4772d9c825df";5;100;"ek";2022;0;"GD";"6ef4e068-616d-11ec-80fd-93900cf3aeda"
"Pyrola chlorantha Sw.";"73ff8f0c-5bf3-11eb-bfa8-5b0f256d77d1";14;100;"a06a7454-8c8f-11eb-8d1f-e7588eaef699";1;100;"ek";2021;0;"GD";"6ef4e068-616d-11ec-80fd-93900cf3aeda"
"Rhynchospora fusca (L.) W. T. Aiton";"6c52d2a3-4f62-11e7-aebe-7f277d7b6a9a";13;100;"14837932-58f2-11ed-942c-1b3a308cb8d2";7;100;"ek";2022;28;"GB";"97cc8d10-616d-11ec-8fc5-0f0dbbbd72e1"
"Rhynchospora fusca (L.) W. T. Aiton";"6c52d2a3-4f62-11e7-aebe-7f277d7b6a9a";15;100;"e42573b0-58f3-11ed-9856-af42fc2641ff";1;100;"ek";2022;32;"GB";"97cc8d10-616d-11ec-8fc5-0f0dbbbd72e1"
"Rhynchospora fusca (L.) W. T. Aiton";"6c52d2a3-4f62-11e7-aebe-7f277d7b6a9a";15;100;"ec192174-58f4-11ed-8a63-e3d721cfa178";3;100;"ek";2022;138;"GB";"97cc8d10-616d-11ec-8fc5-0f0dbbbd72e1"
"Rhynchospora fusca (L.) W. T. Aiton";"6c52d2a3-4f62-11e7-aebe-7f277d7b6a9a";15;100;"b4330cb0-58f5-11ed-9c4d-7300ee61ee42";4;100;"ek";2022;54;"GB";"97cc8d10-616d-11ec-8fc5-0f0dbbbd72e1"
"Rhynchospora fusca (L.) W. T. Aiton";"6c52d2a3-4f62-11e7-aebe-7f277d7b6a9a";15;100;"ebe156d0-58f5-11ed-8476-b75d03340215";5;100;"ek";2022;11;"GA";"97cd0f9c-616d-11ec-825c-035c193bfed0"
"Rhynchospora fusca (L.) W. T. Aiton";"6c52d2a3-4f62-11e7-aebe-7f277d7b6a9a";15;100;"5e95729c-58f6-11ed-a93b-2319ebbe263f";6;100;"ek";2022;162;"GB";"97cc8d10-616d-11ec-8fc5-0f0dbbbd72e1"
"Rhynchospora fusca (L.) W. T. Aiton";"6c52d2a3-4f62-11e7-aebe-7f277d7b6a9a";15;100;"a1549d92-58f6-11ed-b90e-17a49b45c062";7;100;"ek";2022;1;"GA";"97cd0f9c-616d-11ec-825c-035c193bfed0"
"Rhynchospora fusca (L.) W. T. Aiton";"6c52d2a3-4f62-11e7-aebe-7f277d7b6a9a";15;100;"d26e3d02-58f6-11ed-8833-f750b30fd6e9";8;100;"ek";2022;396;"GB";"97cc8d10-616d-11ec-8fc5-0f0dbbbd72e1"
"Rhynchospora fusca (L.) W. T. Aiton";"6c52d2a3-4f62-11e7-aebe-7f277d7b6a9a";15;100;"0ee33576-58f7-11ed-84c0-134c50602ef7";9;100;"ek";2022;77;"GB";"97cc8d10-616d-11ec-8fc5-0f0dbbbd72e1"
"Rhynchospora fusca (L.) W. T. Aiton";"6c52d2a3-4f62-11e7-aebe-7f277d7b6a9a";15;100;"43da28e8-58f7-11ed-91be-6f5024aef0ea";10;100;"ek";2022;118;"GB";"97cc8d10-616d-11ec-8fc5-0f0dbbbd72e1"
"Rhynchospora fusca (L.) W. T. Aiton";"6c52d2a3-4f62-11e7-aebe-7f277d7b6a9a";15;100;"5db5860e-58f7-11ed-9640-bfce09cb6f25";11;100;"ek";2022;425;"GB";"97cc8d10-616d-11ec-8fc5-0f0dbbbd72e1"
"Rhynchospora fusca (L.) W. T. Aiton";"6c52d2a3-4f62-11e7-aebe-7f277d7b6a9a";15;100;"9abe1908-58f7-11ed-9392-57acdf9a0dc4";12;100;"ek";2022;89;"GB";"97cc8d10-616d-11ec-8fc5-0f0dbbbd72e1"
"Rhynchospora fusca (L.) W. T. Aiton";"6c52d2a3-4f62-11e7-aebe-7f277d7b6a9a";15;100;"edcbbc72-58f7-11ed-a047-c7eb4e9bb2ab";13;100;"ek";2022;26;"GB";"97cc8d10-616d-11ec-8fc5-0f0dbbbd72e1"
"Rhynchospora fusca (L.) W. T. Aiton";"6c52d2a3-4f62-11e7-aebe-7f277d7b6a9a";15;100;"1a571ace-58f9-11ed-992b-bb65aa5b2b02";15;100;"ek";2022;1;"GA";"97cd0f9c-616d-11ec-825c-035c193bfed0"
"Rhynchospora fusca (L.) W. T. Aiton";"6c52d2a3-4f62-11e7-aebe-7f277d7b6a9a";15;100;"8a17debc-58fd-11ed-83f7-97c1c3d62863";16;100;"ek";2022;2;"GA";"97cd0f9c-616d-11ec-825c-035c193bfed0"
"Rhynchospora fusca (L.) W. T. Aiton";"6c52d2a3-4f62-11e7-aebe-7f277d7b6a9a";15;100;"9e12c9a8-58fe-11ed-a3d0-83eeb3e32d7c";17;100;"ek";2022;5613;"GC";"97cd4a3e-616d-11ec-b4ec-2f327305a221"
"Rhynchospora fusca (L.) W. T. Aiton";"6c52d2a3-4f62-11e7-aebe-7f277d7b6a9a";15;100;"d9537e22-58fe-11ed-b61d-b7dfa543b3fd";18;100;"ek";2022;736;"GC";"97cd4a3e-616d-11ec-b4ec-2f327305a221"
"Rhynchospora fusca (L.) W. T. Aiton";"6c52d2a3-4f62-11e7-aebe-7f277d7b6a9a";15;100;"0983d9a2-58ff-11ed-bdc3-4bdde07bb230";19;100;"ek";2022;33;"GB";"97cc8d10-616d-11ec-8fc5-0f0dbbbd72e1"
"Rhynchospora fusca (L.) W. T. Aiton";"6c52d2a3-4f62-11e7-aebe-7f277d7b6a9a";15;100;"46aff4fa-58ff-11ed-bcc9-43e0feff8de5";20;100;"ek";2022;40;"GB";"97cc8d10-616d-11ec-8fc5-0f0dbbbd72e1"
"Rhynchospora fusca (L.) W. T. Aiton";"6c52d2a3-4f62-11e7-aebe-7f277d7b6a9a";15;100;"e764c2e0-58ff-11ed-a29b-7f3bca4e6e42";22;100;"ek";2022;463;"GB";"97cc8d10-616d-11ec-8fc5-0f0dbbbd72e1"
"Rhynchospora fusca (L.) W. T. Aiton";"6c52d2a3-4f62-11e7-aebe-7f277d7b6a9a";15;100;"25865840-5900-11ed-b3e0-671753bc44f3";23;100;"ek";2022;1130;"GC";"97cd4a3e-616d-11ec-b4ec-2f327305a221"
"Rhynchospora fusca (L.) W. T. Aiton";"6c52d2a3-4f62-11e7-aebe-7f277d7b6a9a";15;100;"77effada-5902-11ed-b7eb-13c6bbba9131";24;100;"ek";2022;11387;"GC";"97cd4a3e-616d-11ec-b4ec-2f327305a221"
"Rhynchospora fusca (L.) W. T. Aiton";"6c52d2a3-4f62-11e7-aebe-7f277d7b6a9a";15;100;"4ca683fc-5903-11ed-8fb8-cb25e222c7d3";26;100;"ek";2022;2652;"GC";"97cd4a3e-616d-11ec-b4ec-2f327305a221"
"Rhynchospora fusca (L.) W. T. Aiton";"6c52d2a3-4f62-11e7-aebe-7f277d7b6a9a";15;100;"9a809b9e-5903-11ed-b37a-73d648e116c7";27;100;"ek";2022;156;"GB";"97cc8d10-616d-11ec-8fc5-0f0dbbbd72e1"
"Rhynchospora fusca (L.) W. T. Aiton";"6c52d2a3-4f62-11e7-aebe-7f277d7b6a9a";15;100;"3501dcf0-5904-11ed-a533-cf57d405cc8b";28;100;"ek";2022;42;"GB";"97cc8d10-616d-11ec-8fc5-0f0dbbbd72e1"
"Rhynchospora fusca (L.) W. T. Aiton";"6c52d2a3-4f62-11e7-aebe-7f277d7b6a9a";15;100;"33f7d490-5904-11ed-b549-8b7398fcabee";29;100;"ek";2022;65;"GB";"97cc8d10-616d-11ec-8fc5-0f0dbbbd72e1"
"Rhynchospora fusca (L.) W. T. Aiton";"6c52d2a3-4f62-11e7-aebe-7f277d7b6a9a";15;100;"32e1a7f2-5904-11ed-b549-6fbeebc2552e";30;100;"ek";2022;43;"GB";"97cc8d10-616d-11ec-8fc5-0f0dbbbd72e1"
"Rhynchospora fusca (L.) W. T. Aiton";"6c52d2a3-4f62-11e7-aebe-7f277d7b6a9a";15;100;"31d56628-5904-11ed-b549-a3f14c7c1a42";31;100;"ek";2022;4561;"GC";"97cd4a3e-616d-11ec-b4ec-2f327305a221"
"Rhynchospora fusca (L.) W. T. Aiton";"6c52d2a3-4f62-11e7-aebe-7f277d7b6a9a";15;100;"30c92184-5904-11ed-b549-9b9e7a34613e";32;100;"ek";2022;1351;"GC";"97cd4a3e-616d-11ec-b4ec-2f327305a221"
"Rhynchospora fusca (L.) W. T. Aiton";"6c52d2a3-4f62-11e7-aebe-7f277d7b6a9a";15;100;"2e5bc9c4-5904-11ed-a533-e3899c915627";33;100;"ek";2022;878;"GC";"97cd4a3e-616d-11ec-b4ec-2f327305a221"
"Rhynchospora fusca (L.) W. T. Aiton";"6c52d2a3-4f62-11e7-aebe-7f277d7b6a9a";15;100;"9f6c3954-5905-11ed-b00f-efced72017a5";34;100;"ek";2022;180;"GB";"97cc8d10-616d-11ec-8fc5-0f0dbbbd72e1"
"Rhynchospora fusca (L.) W. T. Aiton";"6c52d2a3-4f62-11e7-aebe-7f277d7b6a9a";15;100;"fee6e780-5905-11ed-bcdd-87a268b14871";35;100;"ek";2022;467;"GB";"97cc8d10-616d-11ec-8fc5-0f0dbbbd72e1"
"Rhynchospora fusca (L.) W. T. Aiton";"6c52d2a3-4f62-11e7-aebe-7f277d7b6a9a";15;100;"fdeb4150-5905-11ed-a9c5-c775b52e8fc8";36;100;"ek";2022;679;"GC";"97cd4a3e-616d-11ec-b4ec-2f327305a221"
"Rhynchospora fusca (L.) W. T. Aiton";"6c52d2a3-4f62-11e7-aebe-7f277d7b6a9a";15;100;"fc97b194-5905-11ed-a9c5-0b39111ec3a1";37;100;"ek";2022;43;"GB";"97cc8d10-616d-11ec-8fc5-0f0dbbbd72e1"
"Rhynchospora fusca (L.) W. T. Aiton";"6c52d2a3-4f62-11e7-aebe-7f277d7b6a9a";15;100;"a5f9b76e-5906-11ed-a6b4-effa404b0411";38;100;"ek";2022;34;"GB";"97cc8d10-616d-11ec-8fc5-0f0dbbbd72e1"
"Rhynchospora fusca (L.) W. T. Aiton";"6c52d2a3-4f62-11e7-aebe-7f277d7b6a9a";15;100;"a35afc8e-5906-11ed-bc31-b3ddaf7ca45b";39;100;"ek";2022;39;"GB";"97cc8d10-616d-11ec-8fc5-0f0dbbbd72e1"
"Rhynchospora fusca (L.) W. T. Aiton";"6c52d2a3-4f62-11e7-aebe-7f277d7b6a9a";15;100;"a4c017bc-5906-11ed-a6b4-67ebb19f2053";40;100;"ek";2022;100;"GB";"97cc8d10-616d-11ec-8fc5-0f0dbbbd72e1"
"Rhynchospora fusca (L.) W. T. Aiton";"6c52d2a3-4f62-11e7-aebe-7f277d7b6a9a";15;100;"a1e2479a-5906-11ed-ab65-7f9c796fea1d";41;100;"ek";2022;56;"GB";"97cc8d10-616d-11ec-8fc5-0f0dbbbd72e1"
"Rhynchospora fusca (L.) W. T. Aiton";"6c52d2a3-4f62-11e7-aebe-7f277d7b6a9a";22;100;"5e783a24-b5b3-11ec-9e29-c7c98579c8bb";1;100;"ek";2022;0;"GD";"97cdc694-616d-11ec-8766-67f1f0125df3"
"Rhynchospora fusca (L.) W. T. Aiton";"6c52d2a3-4f62-11e7-aebe-7f277d7b6a9a";26;100;"c5c8faa8-55d9-11ed-9987-4331654debb1";1;100;"ek";2022;5;"GA";"97cd0f9c-616d-11ec-825c-035c193bfed0"
"Rhynchospora fusca (L.) W. T. Aiton";"6c52d2a3-4f62-11e7-aebe-7f277d7b6a9a";26;100;"d517faae-55d9-11ed-9ce1-f3cf482cd47f";2;100;"ek";2022;70;"GB";"97cc8d10-616d-11ec-8fc5-0f0dbbbd72e1"
"Rhynchospora fusca (L.) W. T. Aiton";"6c52d2a3-4f62-11e7-aebe-7f277d7b6a9a";27;200;"3f574284-658f-11ed-8f87-fb5776b77167";1;200;"ansiedlung";2022;"NULL";"SA";"97cfb378-616d-11ec-825c-4fd7ab31dd62"
"Rhynchospora fusca (L.) W. T. Aiton";"6c52d2a3-4f62-11e7-aebe-7f277d7b6a9a";27;200;"2574f72a-6590-11ed-b710-bbd41f223b48";2;200;"ansiedlung";2022;"NULL";"SA";"97cfb378-616d-11ec-825c-4fd7ab31dd62"
"Rhynchospora fusca (L.) W. T. Aiton";"6c52d2a3-4f62-11e7-aebe-7f277d7b6a9a";27;200;"51b57e68-6590-11ed-a13e-2ff9f116ad0d";3;200;"ansiedlung";2022;"NULL";"SA";"97cfb378-616d-11ec-825c-4fd7ab31dd62"
"Rhynchospora fusca (L.) W. T. Aiton";"6c52d2a3-4f62-11e7-aebe-7f277d7b6a9a";27;200;"debf9d98-6590-11ed-9fec-6f79367782c6";4;200;"ansiedlung";2022;"NULL";"SA";"97cfb378-616d-11ec-825c-4fd7ab31dd62"
"Rosa gallica L.";"6c52d2aa-4f62-11e7-aebe-07d8f7f7a15f";123;200;"2c17da42-4877-11ed-a24b-fb2821f5f6da";1;200;"ansiedlung";2022;"NULL";"SA";"d45a2b7b-0630-11ea-8476-ab52d624d141"
"Rosa gallica L.";"6c52d2aa-4f62-11e7-aebe-07d8f7f7a15f";123;200;"7a4aa702-4878-11ed-91b3-b33ab705c269";2;200;"ansiedlung";2022;"NULL";"SA";"d45a2b7b-0630-11ea-8476-ab52d624d141"
"Rosa gallica L.";"6c52d2aa-4f62-11e7-aebe-07d8f7f7a15f";129;200;"bf4a6040-8280-11ec-8519-979a9b726868";2;200;"ansiedlung";2021;"NULL";"SA";"d45a2b7b-0630-11ea-8476-ab52d624d141"
"Rosa gallica L.";"6c52d2aa-4f62-11e7-aebe-07d8f7f7a15f";143;200;"76e01e75-4f62-11e7-aebe-cf166c2f5b7d";1;200;"ansiedlung";2014;"NULL";"SA";"d45a2b7b-0630-11ea-8476-ab52d624d141"
"Rosa gallica L.";"6c52d2aa-4f62-11e7-aebe-07d8f7f7a15f";144;200;"9e48ab5c-4870-11ed-adb9-430efd013981";2;200;"ansiedlung";2022;"NULL";"SA";"d45a2b7b-0630-11ea-8476-ab52d624d141"
"Rosa jundzillii Besser";"6c52d2ab-4f62-11e7-aebe-5baef66a0db3";6;100;"0434b466-e5f7-11eb-8f9e-9fabf2b22b11";1;100;"ek";2022;0;"GD";"bd516f60-616d-11ec-bee2-93d7beba21bf"
"Rosa jundzillii Besser";"6c52d2ab-4f62-11e7-aebe-5baef66a0db3";6;100;"0c7432ae-e5f8-11eb-844e-df19c8ecfde6";2;100;"ek";2022;0;"GD";"bd516f60-616d-11ec-bee2-93d7beba21bf"
"Rosa jundzillii Besser";"6c52d2ab-4f62-11e7-aebe-5baef66a0db3";101;200;"5ac37a26-827b-11ec-89e2-dbf9071f95e9";1;200;"ansiedlung";2020;"NULL";"SA";"bd4ced82-616d-11ec-98d4-8383846bfafd"
"Rosa jundzillii Besser";"6c52d2ab-4f62-11e7-aebe-5baef66a0db3";101;200;"fc9f5fda-83f3-11ec-86e4-1708050adf47";2;200;"ansiedlung";2020;"NULL";"SA";"bd4ced82-616d-11ec-98d4-8383846bfafd"
"Rosa jundzillii Besser";"6c52d2ab-4f62-11e7-aebe-5baef66a0db3";102;200;"c8c15350-02ae-11ed-bd55-fb33f33ae42e";1;200;"ansiedlung";"NULL";"NULL";"SA";"bd4ced82-616d-11ec-98d4-8383846bfafd"
"Rosa jundzillii Besser";"6c52d2ab-4f62-11e7-aebe-5baef66a0db3";111;200;"968fc34c-827c-11ec-b252-6f0d5cf8bbab";1;200;"ansiedlung";2021;"NULL";"SA";"bd4ced82-616d-11ec-98d4-8383846bfafd"
"Sagittaria sagittifolia L.";"6c52d336-4f62-11e7-aebe-b3f4fb153660";70;200;"9a6c1062-546b-11ed-b5b9-237ff91bd891";1;200;"ansiedlung";2022;"NULL";"SA";"d45a2b92-0630-11ea-8476-3fbe4af5d253"
"Sagittaria sagittifolia L.";"6c52d336-4f62-11e7-aebe-b3f4fb153660";70;200;"2b2071a2-546c-11ed-8ae5-bfbd3e3acd2f";2;200;"ansiedlung";2022;"NULL";"SA";"d45a2b92-0630-11ea-8476-3fbe4af5d253"
"Sagittaria sagittifolia L.";"6c52d336-4f62-11e7-aebe-b3f4fb153660";70;200;"5111c32a-546c-11ed-aed9-9720459ef7a1";3;200;"ansiedlung";2022;"NULL";"SA";"d45a2b92-0630-11ea-8476-3fbe4af5d253"
"Sagittaria sagittifolia L.";"6c52d336-4f62-11e7-aebe-b3f4fb153660";70;200;"7b206022-546c-11ed-b21d-6303116677c4";4;200;"ansiedlung";2022;"NULL";"SA";"d45a2b92-0630-11ea-8476-3fbe4af5d253"
"Sagittaria sagittifolia L.";"6c52d336-4f62-11e7-aebe-b3f4fb153660";70;200;"a287dd2a-546c-11ed-87cc-c7449e48e6eb";5;200;"ansiedlung";2022;"NULL";"SA";"d45a2b92-0630-11ea-8476-3fbe4af5d253"
"Sagittaria sagittifolia L.";"6c52d336-4f62-11e7-aebe-b3f4fb153660";71;200;"06a721ba-5483-11ed-a12d-7722c31b191e";1;200;"ansiedlung";2022;"NULL";"SA";"d45a2b92-0630-11ea-8476-3fbe4af5d253"
"Sagittaria sagittifolia L.";"6c52d336-4f62-11e7-aebe-b3f4fb153660";71;200;"24a108fc-5483-11ed-9b21-6ffce2acf001";2;200;"ansiedlung";2022;"NULL";"SA";"d45a2b92-0630-11ea-8476-3fbe4af5d253"
"Sagittaria sagittifolia L.";"6c52d336-4f62-11e7-aebe-b3f4fb153660";72;200;"cb10ca8a-562a-11ed-a982-7fac8828581d";1;200;"ansiedlung";2022;"NULL";"SA";"d45a2b92-0630-11ea-8476-3fbe4af5d253"
"Sagittaria sagittifolia L.";"6c52d336-4f62-11e7-aebe-b3f4fb153660";73;200;"e6a0b408-575c-11ed-bae6-839230e7ea1a";1;200;"ansiedlung";2022;"NULL";"SA";"d45a2b92-0630-11ea-8476-3fbe4af5d253"
"Saxifraga granulata L.";"6c52d2f0-4f62-11e7-aebe-138e69662b58";2;100;"f7644c94-cc71-11ec-84f9-9bb3cfcd3393";3;100;"ek";2022;45;"GB";"d45a288f-0630-11ea-8476-37778dab1c67"
"Saxifraga granulata L.";"6c52d2f0-4f62-11e7-aebe-138e69662b58";16;100;"eabc9ee8-cc70-11ec-a6c0-7b4a2a86ec94";21;100;"ek";2022;75;"GB";"d45a288f-0630-11ea-8476-37778dab1c67"
"Saxifraga granulata L.";"6c52d2f0-4f62-11e7-aebe-138e69662b58";137;200;"9494f6c8-55dc-11ed-847f-8f250f4ecad4";1;200;"ansiedlung";2022;"NULL";"SA";"d45a2b65-0630-11ea-8476-3fd6fd5b8703"
"Saxifraga granulata L.";"6c52d2f0-4f62-11e7-aebe-138e69662b58";138;200;"05eaa132-55de-11ed-92c8-2f7e141c6eff";1;200;"ansiedlung";2022;"NULL";"SA";"d45a2b65-0630-11ea-8476-3fd6fd5b8703"
"Saxifraga granulata L.";"6c52d2f0-4f62-11e7-aebe-138e69662b58";138;200;"d45f67b0-55dd-11ed-849a-77ed84886e92";2;200;"ansiedlung";2022;"NULL";"SA";"d45a2b65-0630-11ea-8476-3fd6fd5b8703"
"Saxifraga granulata L.";"6c52d2f0-4f62-11e7-aebe-138e69662b58";138;200;"2ec4adc4-55dd-11ed-9fa8-afc2b9a7553e";3;200;"ansiedlung";2022;"NULL";"SA";"d45a2b65-0630-11ea-8476-3fd6fd5b8703"
"Scorzonera humilis L.";"6c52d2c5-4f62-11e7-aebe-1bae8687d749";13;100;"dabd8b60-f079-11ec-a967-0f0f5aaa20e2";2;100;"ek";2022;2;"GA";"d45a2843-0630-11ea-8476-df898dfe7876"
"Seseli libanotis (L.) W. D. J. Koch";"6c52d346-4f62-11e7-aebe-c79e12a0ff58";11;100;"24db36ae-2840-11ed-bc23-db1e50ab2f24";12;200;"ansiedlung";2009;"NULL";"SB";"d45a2b32-0630-11ea-8476-9f41c5515ce6"
"Seseli libanotis (L.) W. D. J. Koch";"6c52d346-4f62-11e7-aebe-c79e12a0ff58";11;100;"319b7a56-bee2-11e7-96ed-afd57bf2b72d";13;200;"ansiedlung";"NULL";"NULL";"SB";"d45a2b32-0630-11ea-8476-9f41c5515ce6"
"Seseli libanotis (L.) W. D. J. Koch";"6c52d346-4f62-11e7-aebe-c79e12a0ff58";11;100;"ccc02d74-2841-11ed-8285-27e1ae0ebbde";16;200;"ansiedlung";"NULL";"NULL";"SB";"d45a2b32-0630-11ea-8476-9f41c5515ce6"
"Sparganium natans L.";"6c52d2d7-4f62-11e7-aebe-8745e4b9b247";15;100;"5593a03a-73df-11ec-958c-336cab4076e2";1;100;"ek";2022;0;"GD";"ec91abaa-616d-11ec-bff7-7b9169669fac"
"Sparganium natans L.";"6c52d2d7-4f62-11e7-aebe-8745e4b9b247";24;100;"3f01457c-73c4-11ec-a454-bbedd1086e00";2;100;"ek";2022;50;"GB";"ec90bad8-616d-11ec-9e01-a726324a57af"
"Sparganium natans L.";"6c52d2d7-4f62-11e7-aebe-8745e4b9b247";24;100;"50c0de60-73c6-11ec-ab16-afa12a3f4442";6;100;"ek";2022;50;"GB";"ec90bad8-616d-11ec-9e01-a726324a57af"
"Sparganium natans L.";"6c52d2d7-4f62-11e7-aebe-8745e4b9b247";24;100;"ef058760-73c6-11ec-ace1-27bc6bbb5690";7;100;"ek";2022;0;"GD";"ec91abaa-616d-11ec-bff7-7b9169669fac"
"Sparganium natans L.";"6c52d2d7-4f62-11e7-aebe-8745e4b9b247";24;100;"9e8ec220-f949-11ec-8192-4b7daf0110f9";10;100;"ek";2022;60;"GB";"ec90bad8-616d-11ec-9e01-a726324a57af"
"Sparganium natans L.";"6c52d2d7-4f62-11e7-aebe-8745e4b9b247";24;100;"95fb8336-f9ea-11ec-88a3-4313ea705439";11;100;"ek";2022;170;"GB";"ec90bad8-616d-11ec-9e01-a726324a57af"
"Sparganium natans L.";"6c52d2d7-4f62-11e7-aebe-8745e4b9b247";24;100;"5e57152c-f9ee-11ec-b8a8-731c18f7336c";16;100;"ek";2022;50;"GB";"ec90bad8-616d-11ec-9e01-a726324a57af"
"Sparganium natans L.";"6c52d2d7-4f62-11e7-aebe-8745e4b9b247";40;100;"5671fc2c-f959-11ec-94ea-4b830b49e5a4";3;100;"ek";2022;10;"GA";"ec901e16-616d-11ec-8aeb-930477efd79c"
"Sparganium natans L.";"6c52d2d7-4f62-11e7-aebe-8745e4b9b247";40;100;"1c00c800-f95b-11ec-9b9d-a70d86853c18";5;100;"ek";2022;120;"GB";"ec90bad8-616d-11ec-9e01-a726324a57af"
"Sparganium natans L.";"6c52d2d7-4f62-11e7-aebe-8745e4b9b247";41;100;"c5090b1c-7b6f-11eb-ba26-973378b18c71";1;100;"ek";2022;0;"GD";"ec91abaa-616d-11ec-bff7-7b9169669fac"
"Sparganium natans L.";"6c52d2d7-4f62-11e7-aebe-8745e4b9b247";41;100;"8c7c61e4-7b6b-11eb-9906-f33387002bfa";2;100;"ek";2022;0;"GD";"ec91abaa-616d-11ec-bff7-7b9169669fac"
"Sparganium natans L.";"6c52d2d7-4f62-11e7-aebe-8745e4b9b247";41;100;"2d0ba192-7b6c-11eb-96aa-9fc9fbf68245";3;100;"ek";2022;0;"GD";"ec91abaa-616d-11ec-bff7-7b9169669fac"
"Sparganium natans L.";"6c52d2d7-4f62-11e7-aebe-8745e4b9b247";41;100;"b0c558d2-7b69-11eb-8ae3-63dce5788017";11;100;"ek";2022;0;"GD";"ec91abaa-616d-11ec-bff7-7b9169669fac"
"Sparganium natans L.";"6c52d2d7-4f62-11e7-aebe-8745e4b9b247";41;100;"38d32dca-7b6b-11eb-9f93-bf84e3fe14b7";12;100;"ek";2022;30;"GB";"ec90bad8-616d-11ec-9e01-a726324a57af"
"Sparganium natans L.";"6c52d2d7-4f62-11e7-aebe-8745e4b9b247";41;100;"20cab1ea-7b6f-11eb-ba6b-8fbc69059e7a";14;100;"ek";2022;150;"GB";"ec90bad8-616d-11ec-9e01-a726324a57af"
"Sparganium natans L.";"6c52d2d7-4f62-11e7-aebe-8745e4b9b247";41;100;"4e07826e-7b6f-11eb-8161-efc9828d5abf";15;100;"ek";2022;0;"GD";"ec91abaa-616d-11ec-bff7-7b9169669fac"
"Sparganium natans L.";"6c52d2d7-4f62-11e7-aebe-8745e4b9b247";56;100;"345a79fc-7461-11ec-bfb6-937305f8a6b1";2;100;"ek";2022;0;"GD";"ec91abaa-616d-11ec-bff7-7b9169669fac"
"Sparganium natans L.";"6c52d2d7-4f62-11e7-aebe-8745e4b9b247";57;100;"14fb4c3c-746e-11ec-be85-9fcc5c2bf95e";1;100;"ek";2022;0;"GD";"ec91abaa-616d-11ec-bff7-7b9169669fac"
"Sparganium natans L.";"6c52d2d7-4f62-11e7-aebe-8745e4b9b247";57;100;"9e96b60a-10e2-11ed-a9cf-3f62c3e2655b";2;100;"ek";2022;10;"GA";"ec901e16-616d-11ec-8aeb-930477efd79c"
